CropName,KnownTownships,KnownRegions,Latitude,Longitude,BaseYieldKgPerSqm,AvgMarketPriceMMK,PlantingSeason,HarvestingSeason,PredictedYieldPerSqmKg,PredictedTotalYieldKg,PredictedRevenueMMK,PredictedWaterCostMMK,PredictedLaborCostMMK,PredictedFertilizerCostMMK,PredictedProfitMMK,PlantingRecommendation,PlantingRationale,CareInfo,MarketInfo,Summary,KnownTownships_lower,KnownRegions_lower
Chickpea,Ayeyarwady,Ayeyarwady,17.531482,95.370283,,1525.0,Not available,Not available,0.36,35.62,54320.5,36000.0,,,-38612.25,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Chickpeas are drought-tolerant legumes, ideal for dry zones. Require minimal watering.",ayeyarwady,ayeyarwady
Rice,Ayeyarwady,Ayeyarwady,17.531482,95.370283,,1525.0,Not available,Not available,0.57,57.0,86925.0,67500.0,,,-57907.03,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,ayeyarwady,ayeyarwady
Sunflower,Ayeyarwady,Ayeyarwady,17.531482,95.370283,,1525.0,Not available,Not available,0.5,49.87,76051.75,31500.0,,,-11643.36,Sep - Oct,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,ayeyarwady,ayeyarwady
Maize,Bago,Bago,18.612482,96.288283,,2175.0,Not available,Not available,0.71,71.25,154968.75,36000.0,,,40939.37,May - Jul,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,bago,bago
Rice,Bago,Bago,18.612482,96.288283,,2175.0,Not available,Not available,0.57,57.0,123975.0,67500.0,,,-25440.12,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,bago,bago
Sugarcane,Bago,Bago,18.612482,96.288283,,2175.0,Not available,Not available,5.7,570.0,1239750.0,54000.0,,,871451.51,Jan - Apr,Based on general regional suitability and crop timelines.,,,"Sugarcane grows best in sunny, warm regions with fertile soils. Needs abundant water.",bago,bago
Beans,Magway,Magway,20.174482,94.870283,,2225.0,Not available,Not available,0.85,85.5,190237.5,27000.0,,,79951.61,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Beans fix nitrogen in the soil and need moderate watering. They grow well in warm, sunny locations.",magway,magway
Sesame,Magway,Magway,20.174482,94.870283,,2225.0,Not available,Not available,0.36,35.62,79254.5,36000.0,,,-21527.21,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,"Sesame prefers sandy, well-drained soils and low rainfall. Drought-tolerant once established.",magway,magway
Groundnut,Magway,Magway,20.174482,94.870283,,2225.0,Not available,Not available,0.43,42.75,95118.75,22500.0,,,15503.9,May - Jul,Based on general regional suitability and crop timelines.,,,Groundnuts (peanuts) grow in sandy soils with moderate irrigation. Rotate crops for best yield.,magway,magway
Groundnut,Kayah,Kayah,18.771482,97.521283,,2450.0,Not available,Not available,0.43,42.75,104737.5,22500.0,,,24045.92,May - Jul,Based on general regional suitability and crop timelines.,,,Groundnuts (peanuts) grow in sandy soils with moderate irrigation. Rotate crops for best yield.,kayah,kayah
Rice,Kayah,Kayah,18.771482,97.521283,,2450.0,Not available,Not available,0.57,57.0,139650.0,67500.0,,,-10482.22,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,kayah,kayah
Sesame,Kayah,Kayah,18.771482,97.521283,,2450.0,Not available,Not available,0.36,35.62,87269.0,36000.0,,,-14454.1,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,"Sesame prefers sandy, well-drained soils and low rainfall. Drought-tolerant once established.",kayah,kayah
Banana,Kayin,Kayin,16.882482,97.638283,,1805.0,Not available,Not available,2.14,213.75,385818.75,63000.0,,,207394.71,"Year-round, but best at the start of the monsoon",Based on general regional suitability and crop timelines.,,,"Bananas need rich, moist soils and frequent watering. Protect from wind and apply mulch.",kayin,kayin
Rice,Kayin,Kayin,16.882482,97.638283,,1805.0,Not available,Not available,0.57,57.0,102885.0,67500.0,,,-41698.39,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,kayin,kayin
Cassava,Kayin,Kayin,16.882482,97.638283,,1805.0,Not available,Not available,0.36,35.62,64294.1,36000.0,,,-31914.32,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,kayin,kayin
Rubber,Mon,Mon,16.575482,97.535283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-11067.29,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Cashew,Mon,Mon,16.575482,97.535283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-9417.33,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Betel Nut,Mon,Mon,16.575482,97.535283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-10466.96,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Rice,Ayeyarwady,Ayeyarwady,17.618482,95.396283,,1525.0,Not available,Not available,0.57,57.0,86925.0,67500.0,,,-60099.35,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,ayeyarwady,ayeyarwady
Chickpea,Ayeyarwady,Ayeyarwady,17.618482,95.396283,,1525.0,Not available,Not available,0.36,35.62,54320.5,36000.0,,,-43109.01,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Chickpeas are drought-tolerant legumes, ideal for dry zones. Require minimal watering.",ayeyarwady,ayeyarwady
Sunflower,Ayeyarwady,Ayeyarwady,17.618482,95.396283,,1525.0,Not available,Not available,0.5,49.87,76051.75,31500.0,,,-12078.29,Sep - Oct,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,ayeyarwady,ayeyarwady
Vegetables,Naypyidaw,Naypyidaw,19.766482,96.104283,,2475.0,Not available,Not available,1.07,106.87,264503.25,31500.0,,,103987.76,Varies; typically start of Monsoon (May-Jun) or Cool-Dry (Oct-Nov),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,naypyidaw,naypyidaw
Mango,Naypyidaw,Naypyidaw,19.766482,96.104283,,2475.0,Not available,Not available,0.85,85.5,211612.5,40500.0,,,65565.18,Plant at the beginning of the rainy season (May-Jun),Based on general regional suitability and crop timelines.,,,"Mango trees prefer tropical climates and deep, well-drained soils. Water regularly during flowering.",naypyidaw,naypyidaw
Paddy,Naypyidaw,Naypyidaw,19.766482,96.104283,,2475.0,Not available,Not available,0.57,57.0,141075.0,67500.0,,,-9621.3,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,naypyidaw,naypyidaw
Tea,Shan,Shan,21.017482,97.030283,,2875.0,Not available,Not available,0.36,35.62,102407.5,36000.0,,,-31358.84,Year-round in suitable climates (highland),Based on general regional suitability and crop timelines.,,,"Tea plants grow best in humid, highland areas with acidic soils. Regular pruning improves leaf quality.",shan,shan
Potato,Shan,Shan,21.017482,97.030283,,2875.0,Not available,Not available,0.36,35.62,102407.5,36000.0,,,-3749.45,Cool-Dry Season (Nov - Feb),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,shan,shan
Strawberry,Shan,Shan,21.017482,97.030283,,2875.0,Not available,Not available,1.42,142.5,409687.5,36000.0,,,224753.48,Cool-Dry Season (Oct - Nov),Based on general regional suitability and crop timelines.,,,"Strawberries need cool temperatures, rich soil, and regular irrigation. Mulch to retain moisture.",shan,shan
Vegetables,Yangon,Yangon,16.770482,96.161283,,2100.0,Not available,Not available,1.07,106.87,224427.0,31500.0,,,93616.77,Varies; typically start of Monsoon (May-Jun) or Cool-Dry (Oct-Nov),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Paddy,Yangon,Yangon,16.770482,96.161283,,2100.0,Not available,Not available,0.57,57.0,119700.0,67500.0,,,-28071.37,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Lentil,Yangon,Yangon,16.770482,96.161283,,2100.0,Not available,Not available,0.29,28.5,59850.0,18000.0,,,-118.22,Sep - Nov,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Rubber,Tanintharyi,Tanintharyi,12.970482,99.867283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-11034.76,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Durian,Tanintharyi,Tanintharyi,12.970482,99.867283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-11115.55,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Oil Palm,Tanintharyi,Tanintharyi,12.970482,99.867283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-11218.49,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Rice,Rakhine,Rakhine,20.383482,93.323283,,1780.0,Not available,Not available,0.57,57.0,101460.0,67500.0,,,-46287.86,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,rakhine,rakhine
Chili,Rakhine,Rakhine,20.383482,93.323283,,1780.0,Not available,Not available,0.36,35.62,63403.6,36000.0,,,-36259.86,"Year-round, prefers warm and dry conditions",Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,rakhine,rakhine
Areca Nut,Rakhine,Rakhine,20.383482,93.323283,,1780.0,Not available,Not available,0.36,35.62,63403.6,36000.0,,,-33294.26,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,rakhine,rakhine
Potato,Chin,Chin,21.193482,93.574283,,1675.0,Not available,Not available,0.36,35.62,59663.5,36000.0,,,-38397.39,Cool-Dry Season (Nov - Feb),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,chin,chin
Corn,Chin,Chin,21.193482,93.574283,,1675.0,Not available,Not available,0.71,71.25,119343.75,36000.0,,,14122.54,May - Jul,Based on general regional suitability and crop timelines.,,,"Corn is a high-yield cereal crop, adaptable to many climates. It thrives in well-drained soils and full sunlight.",chin,chin
Millet,Chin,Chin,21.193482,93.574283,,1675.0,Not available,Not available,0.5,49.87,83532.25,22500.0,,,13425.68,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,chin,chin
Chickpea,Ayeyarwady,Ayeyarwady,17.495482,95.358283,,1500.0,Not available,Not available,0.36,35.62,53430.0,36000.0,,,-37864.45,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Chickpeas are drought-tolerant legumes, ideal for dry zones. Require minimal watering.",ayeyarwady,ayeyarwady
Rice,Ayeyarwady,Ayeyarwady,17.495482,95.358283,,1500.0,Not available,Not available,0.57,57.0,85500.0,67500.0,,,-49268.66,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,ayeyarwady,ayeyarwady
Sunflower,Ayeyarwady,Ayeyarwady,17.495482,95.358283,,1500.0,Not available,Not available,0.5,49.87,74805.0,31500.0,,,-12066.23,Sep - Oct,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,ayeyarwady,ayeyarwady
Sugarcane,Bago,Bago,18.544482,96.270283,,2150.0,Not available,Not available,5.7,570.0,1225500.0,54000.0,,,914458.19,Jan - Apr,Based on general regional suitability and crop timelines.,,,"Sugarcane grows best in sunny, warm regions with fertile soils. Needs abundant water.",bago,bago
Rice,Bago,Bago,18.544482,96.270283,,2150.0,Not available,Not available,0.57,57.0,122550.0,67500.0,,,-24171.41,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,bago,bago
Maize,Bago,Bago,18.544482,96.270283,,2150.0,Not available,Not available,0.71,71.25,153187.5,36000.0,,,46553.67,May - Jul,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,bago,bago
Sesame,Magway,Magway,20.146482,94.923283,,2275.0,Not available,Not available,0.36,35.62,81035.5,36000.0,,,-19727.04,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,"Sesame prefers sandy, well-drained soils and low rainfall. Drought-tolerant once established.",magway,magway
Beans,Magway,Magway,20.146482,94.923283,,2275.0,Not available,Not available,0.85,85.5,194512.5,27000.0,,,104412.53,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Beans fix nitrogen in the soil and need moderate watering. They grow well in warm, sunny locations.",magway,magway
Groundnut,Magway,Magway,20.146482,94.923283,,2275.0,Not available,Not available,0.43,42.75,97256.25,22500.0,,,16176.19,May - Jul,Based on general regional suitability and crop timelines.,,,Groundnuts (peanuts) grow in sandy soils with moderate irrigation. Rotate crops for best yield.,magway,magway
Sesame,Kayah,Kayah,18.778482,97.510283,,2425.0,Not available,Not available,0.36,35.62,86378.5,36000.0,,,-14966.61,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,"Sesame prefers sandy, well-drained soils and low rainfall. Drought-tolerant once established.",kayah,kayah
Groundnut,Kayah,Kayah,18.778482,97.510283,,2425.0,Not available,Not available,0.43,42.75,103668.75,22500.0,,,17424.92,May - Jul,Based on general regional suitability and crop timelines.,,,Groundnuts (peanuts) grow in sandy soils with moderate irrigation. Rotate crops for best yield.,kayah,kayah
Rice,Kayah,Kayah,18.778482,97.510283,,2425.0,Not available,Not available,0.57,57.0,138225.0,67500.0,,,-10700.29,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,kayah,kayah
Banana,Kayin,Kayin,16.876482,97.625283,,1775.0,Not available,Not available,2.14,213.75,379406.25,63000.0,,,178678.88,"Year-round, but best at the start of the monsoon",Based on general regional suitability and crop timelines.,,,"Bananas need rich, moist soils and frequent watering. Protect from wind and apply mulch.",kayin,kayin
Cassava,Kayin,Kayin,16.876482,97.625283,,1775.0,Not available,Not available,0.36,35.62,63225.5,36000.0,,,-33810.85,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,kayin,kayin
Rice,Kayin,Kayin,16.876482,97.625283,,1775.0,Not available,Not available,0.57,57.0,101175.0,67500.0,,,-38647.2,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,kayin,kayin
Cashew,Mon,Mon,16.583482,97.541283,,2725.0,Not available,Not available,0.36,35.62,97064.5,36000.0,,,-8479.08,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Rubber,Mon,Mon,16.583482,97.541283,,2725.0,Not available,Not available,0.36,35.62,97064.5,36000.0,,,-9122.39,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Betel Nut,Mon,Mon,16.583482,97.541283,,2725.0,Not available,Not available,0.36,35.62,97064.5,36000.0,,,-9092.67,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Rice,Ayeyarwady,Ayeyarwady,17.612482,95.416283,,1500.0,Not available,Not available,0.57,57.0,85500.0,67500.0,,,-51411.72,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,ayeyarwady,ayeyarwady
Chickpea,Ayeyarwady,Ayeyarwady,17.612482,95.416283,,1500.0,Not available,Not available,0.36,35.62,53430.0,36000.0,,,-48418.21,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Chickpeas are drought-tolerant legumes, ideal for dry zones. Require minimal watering.",ayeyarwady,ayeyarwady
Sunflower,Ayeyarwady,Ayeyarwady,17.612482,95.416283,,1500.0,Not available,Not available,0.5,49.87,74805.0,31500.0,,,-13238.05,Sep - Oct,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,ayeyarwady,ayeyarwady
Mango,Naypyidaw,Naypyidaw,19.757482,96.092283,,2400.0,Not available,Not available,0.85,85.5,205200.0,40500.0,,,74395.65,Plant at the beginning of the rainy season (May-Jun),Based on general regional suitability and crop timelines.,,,"Mango trees prefer tropical climates and deep, well-drained soils. Water regularly during flowering.",naypyidaw,naypyidaw
Vegetables,Naypyidaw,Naypyidaw,19.757482,96.092283,,2400.0,Not available,Not available,1.07,106.87,256488.0,31500.0,,,126524.59,Varies; typically start of Monsoon (May-Jun) or Cool-Dry (Oct-Nov),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,naypyidaw,naypyidaw
Paddy,Naypyidaw,Naypyidaw,19.757482,96.092283,,2400.0,Not available,Not available,0.57,57.0,136800.0,67500.0,,,-14416.83,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,naypyidaw,naypyidaw
Tea,Shan,Shan,21.008482,97.033283,,2800.0,Not available,Not available,0.36,35.62,99736.0,36000.0,,,-29606.59,Year-round in suitable climates (highland),Based on general regional suitability and crop timelines.,,,"Tea plants grow best in humid, highland areas with acidic soils. Regular pruning improves leaf quality.",shan,shan
Potato,Shan,Shan,21.008482,97.033283,,2800.0,Not available,Not available,0.36,35.62,99736.0,36000.0,,,-6197.27,Cool-Dry Season (Nov - Feb),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,shan,shan
Strawberry,Shan,Shan,21.008482,97.033283,,2800.0,Not available,Not available,1.42,142.5,399000.0,36000.0,,,168553.48,Cool-Dry Season (Oct - Nov),Based on general regional suitability and crop timelines.,,,"Strawberries need cool temperatures, rich soil, and regular irrigation. Mulch to retain moisture.",shan,shan
Paddy,Yangon,Yangon,16.775482,96.171283,,2075.0,Not available,Not available,0.57,57.0,118275.0,67500.0,,,-30652.41,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Vegetables,Yangon,Yangon,16.775482,96.171283,,2075.0,Not available,Not available,1.07,106.87,221755.25,31500.0,,,94405.03,Varies; typically start of Monsoon (May-Jun) or Cool-Dry (Oct-Nov),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Lentil,Yangon,Yangon,16.775482,96.171283,,2075.0,Not available,Not available,0.29,28.5,59137.5,18000.0,,,-791.93,Sep - Nov,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Oil Palm,Tanintharyi,Tanintharyi,12.964482,99.864283,,2600.0,Not available,Not available,0.36,35.62,92612.0,36000.0,,,-11402.69,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Rubber,Tanintharyi,Tanintharyi,12.964482,99.864283,,2600.0,Not available,Not available,0.36,35.62,92612.0,36000.0,,,-12529.03,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Durian,Tanintharyi,Tanintharyi,12.964482,99.864283,,2600.0,Not available,Not available,0.36,35.62,92612.0,36000.0,,,-11198.46,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Areca Nut,Rakhine,Rakhine,20.376482,93.331283,,1812.5,Not available,Not available,0.36,35.62,64561.25,36000.0,,,-33869.78,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,rakhine,rakhine
Chili,Rakhine,Rakhine,20.376482,93.331283,,1812.5,Not available,Not available,0.36,35.62,64561.25,36000.0,,,-37482.11,"Year-round, prefers warm and dry conditions",Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,rakhine,rakhine
Rice,Rakhine,Rakhine,20.376482,93.331283,,1812.5,Not available,Not available,0.57,57.0,103312.5,67500.0,,,-42336.38,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,rakhine,rakhine
Millet,Chin,Chin,21.168482,93.581283,,1727.5,Not available,Not available,0.5,49.87,86150.42,22500.0,,,14705.63,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,chin,chin
Potato,Chin,Chin,21.168482,93.581283,,1727.5,Not available,Not available,0.36,35.62,61533.55,36000.0,,,-40850.92,Cool-Dry Season (Nov - Feb),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,chin,chin
Corn,Chin,Chin,21.168482,93.581283,,1727.5,Not available,Not available,0.71,71.25,123084.38,36000.0,,,15444.29,May - Jul,Based on general regional suitability and crop timelines.,,,"Corn is a high-yield cereal crop, adaptable to many climates. It thrives in well-drained soils and full sunlight.",chin,chin
Chickpea,Ayeyarwady,Ayeyarwady,17.530482,95.371283,,1525.0,Not available,Not available,0.36,35.62,54320.5,36000.0,,,-44504.79,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Chickpeas are drought-tolerant legumes, ideal for dry zones. Require minimal watering.",ayeyarwady,ayeyarwady
Rice,Ayeyarwady,Ayeyarwady,17.530482,95.371283,,1525.0,Not available,Not available,0.57,57.0,86925.0,67500.0,,,-48194.77,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,ayeyarwady,ayeyarwady
Sunflower,Ayeyarwady,Ayeyarwady,17.530482,95.371283,,1525.0,Not available,Not available,0.5,49.87,76051.75,31500.0,,,-11634.76,Sep - Oct,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,ayeyarwady,ayeyarwady
Maize,Bago,Bago,18.613482,96.289283,,2175.0,Not available,Not available,0.71,71.25,154968.75,36000.0,,,44451.03,May - Jul,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,bago,bago
Rice,Bago,Bago,18.613482,96.289283,,2175.0,Not available,Not available,0.57,57.0,123975.0,67500.0,,,-26393.18,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,bago,bago
Sugarcane,Bago,Bago,18.613482,96.289283,,2175.0,Not available,Not available,5.7,570.0,1239750.0,54000.0,,,788427.87,Jan - Apr,Based on general regional suitability and crop timelines.,,,"Sugarcane grows best in sunny, warm regions with fertile soils. Needs abundant water.",bago,bago
Beans,Magway,Magway,20.175482,94.871283,,2225.0,Not available,Not available,0.85,85.5,190237.5,27000.0,,,92100.83,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Beans fix nitrogen in the soil and need moderate watering. They grow well in warm, sunny locations.",magway,magway
Sesame,Magway,Magway,20.175482,94.871283,,2225.0,Not available,Not available,0.36,35.62,79254.5,36000.0,,,-19440.73,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,"Sesame prefers sandy, well-drained soils and low rainfall. Drought-tolerant once established.",magway,magway
Groundnut,Magway,Magway,20.175482,94.871283,,2225.0,Not available,Not available,0.43,42.75,95118.75,22500.0,,,13601.45,May - Jul,Based on general regional suitability and crop timelines.,,,Groundnuts (peanuts) grow in sandy soils with moderate irrigation. Rotate crops for best yield.,magway,magway
Groundnut,Kayah,Kayah,18.772482,97.522283,,2450.0,Not available,Not available,0.43,42.75,104737.5,22500.0,,,22058.22,May - Jul,Based on general regional suitability and crop timelines.,,,Groundnuts (peanuts) grow in sandy soils with moderate irrigation. Rotate crops for best yield.,kayah,kayah
Rice,Kayah,Kayah,18.772482,97.522283,,2450.0,Not available,Not available,0.57,57.0,139650.0,67500.0,,,-10312.29,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,kayah,kayah
Sesame,Kayah,Kayah,18.772482,97.522283,,2450.0,Not available,Not available,0.36,35.62,87269.0,36000.0,,,-16735.59,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,"Sesame prefers sandy, well-drained soils and low rainfall. Drought-tolerant once established.",kayah,kayah
Banana,Kayin,Kayin,16.883482,97.639283,,1805.0,Not available,Not available,2.14,213.75,385818.75,63000.0,,,202949.33,"Year-round, but best at the start of the monsoon",Based on general regional suitability and crop timelines.,,,"Bananas need rich, moist soils and frequent watering. Protect from wind and apply mulch.",kayin,kayin
Rice,Kayin,Kayin,16.883482,97.639283,,1805.0,Not available,Not available,0.57,57.0,102885.0,67500.0,,,-35713.15,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,kayin,kayin
Cassava,Kayin,Kayin,16.883482,97.639283,,1805.0,Not available,Not available,0.36,35.62,64294.1,36000.0,,,-39466.16,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,kayin,kayin
Rubber,Mon,Mon,16.575482,97.535283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-11176.07,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Cashew,Mon,Mon,16.575482,97.535283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-11365.42,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Betel Nut,Mon,Mon,16.575482,97.535283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-10127.74,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Rice,Ayeyarwady,Ayeyarwady,17.619482,95.397283,,1525.0,Not available,Not available,0.57,57.0,86925.0,67500.0,,,-48593.96,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,ayeyarwady,ayeyarwady
Chickpea,Ayeyarwady,Ayeyarwady,17.619482,95.397283,,1525.0,Not available,Not available,0.36,35.62,54320.5,36000.0,,,-38472.45,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Chickpeas are drought-tolerant legumes, ideal for dry zones. Require minimal watering.",ayeyarwady,ayeyarwady
